Unique id,channel_name,category,Sub-category,Customer Remarks,Order_id,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score,response_time_hrs,Price_Category,order_year,order_month,order_day
14373,1,10,40,4253,61599,,,2023-02-08 07:42:00,2023-08-02,758,7,799.0,427.0,261,39,2,3,0,1,0.1,0,,,
18655,2,10,13,13671,47835,2023-09-08 11:55:00,2023-01-08 12:02:00,2023-01-08 13:44:00,2023-08-01,684,2,979.0,427.0,740,25,0,3,4,5,1.7,0,2023.0,9.0,8.0
27330,1,5,17,4253,39606,2023-09-08 11:55:00,2023-01-08 15:22:00,2023-01-08 15:26:00,2023-08-01,684,2,979.0,427.0,1313,3,0,3,2,5,0.06666666666666667,0,2023.0,9.0,8.0
73204,2,10,39,4253,25122,2023-09-08 11:55:00,2023-02-08 12:06:00,2023-02-08 13:03:00,2023-08-02,684,2,979.0,427.0,349,33,4,0,0,5,0.95,0,2023.0,9.0,8.0
65688,1,5,11,15068,8038,2023-09-08 11:55:00,2023-01-08 21:40:00,2023-01-08 21:45:00,2023-08-01,684,2,979.0,427.0,917,33,2,3,1,5,0.08333333333333333,0,2023.0,9.0,8.0
61422,2,10,39,4253,64077,2023-09-08 11:55:00,2023-01-08 22:01:00,2023-01-08 22:04:00,2023-08-01,684,2,979.0,427.0,1118,19,0,0,1,5,0.05,0,2023.0,9.0,8.0
71007,2,10,55,8809,40116,2023-09-08 11:55:00,2023-02-08 08:00:00,2023-02-08 08:11:00,2023-08-02,684,2,979.0,427.0,1005,15,2,0,2,5,0.18333333333333332,0,2023.0,9.0,8.0
82779,2,10,55,4253,1106,2023-09-08 11:55:00,2023-02-08 10:53:00,2023-02-08 11:01:00,2023-08-02,684,2,979.0,427.0,1151,7,1,4,2,5,0.13333333333333333,0,2023.0,9.0,8.0
1000,1,10,40,4253,23695,2023-09-08 11:55:00,2023-02-08 12:34:00,2023-02-08 18:43:00,2023-08-02,684,2,979.0,427.0,59,10,3,3,3,5,6.15,0,2023.0,9.0,8.0
55004,1,10,40,7447,31854,2023-09-08 11:55:00,2023-02-08 17:52:00,2023-02-08 17:56:00,2023-08-02,684,2,979.0,427.0,746,14,3,3,1,5,0.06666666666666667,0,2023.0,9.0,8.0
31450,1,10,20,5844,65075,2023-09-08 11:55:00,2023-02-08 19:35:00,2023-02-08 19:45:00,2023-08-02,684,2,979.0,427.0,705,28,0,3,1,5,0.16666666666666666,0,2023.0,9.0,8.0
63596,1,5,15,4253,38817,2023-09-08 11:55:00,2023-01-08 09:50:00,2023-01-08 09:51:00,2023-08-01,684,2,979.0,427.0,444,7,1,4,2,1,0.016666666666666666,0,2023.0,9.0,8.0
48106,1,10,39,4253,6388,2023-09-08 11:55:00,2023-01-08 18:50:00,2023-01-08 18:52:00,2023-08-01,684,2,979.0,427.0,1173,1,4,3,2,5,0.03333333333333333,0,2023.0,9.0,8.0
73034,1,5,11,4253,1383,,2023-01-08 08:01:00,2023-01-08 08:06:00,2023-08-01,1400,8,24999.0,427.0,970,9,3,3,2,1,0.08333333333333333,1,,,
43019,1,10,45,4253,6502,,2023-02-08 15:48:00,2023-02-08 15:49:00,2023-08-02,457,2,15490.0,427.0,383,6,3,3,0,5,0.016666666666666666,1,,,
84340,1,10,40,4253,51915,,2023-01-08 19:05:00,2023-01-08 19:12:00,2023-08-01,1738,5,166.0,427.0,1168,12,1,4,1,5,0.11666666666666667,0,,,
84833,1,10,40,4253,24782,2023-09-08 11:55:00,2023-01-08 12:08:00,2023-01-08 12:10:00,2023-08-01,684,2,979.0,427.0,701,1,2,3,2,5,0.03333333333333333,0,2023.0,9.0,8.0
11215,2,5,15,4253,5001,2023-09-08 11:55:00,2023-02-08 06:35:00,2023-02-08 06:42:00,2023-08-02,684,2,979.0,427.0,689,36,2,0,2,1,0.11666666666666667,0,2023.0,9.0,8.0
50985,1,5,33,4253,31346,2023-09-08 11:55:00,2023-02-08 15:47:00,2023-02-08 15:50:00,2023-08-02,684,2,979.0,427.0,832,7,1,4,1,5,0.05,0,2023.0,9.0,8.0
31598,1,9,37,15419,58451,,2023-02-08 13:18:00,2023-02-08 13:27:00,2023-08-02,1293,8,10999.0,427.0,588,1,2,3,2,1,0.15,1,,,
35694,1,10,39,4253,29089,2023-09-08 11:55:00,2023-01-08 14:32:00,2023-01-08 14:34:00,2023-08-01,684,2,979.0,427.0,351,37,2,0,2,5,0.03333333333333333,0,2023.0,9.0,8.0
14325,1,10,40,4253,62662,2023-09-08 11:55:00,2023-02-08 11:05:00,2023-02-08 11:07:00,2023-08-02,684,2,979.0,427.0,1296,39,2,3,2,5,0.03333333333333333,0,2023.0,9.0,8.0
3383,1,10,40,4253,58179,2023-09-08 11:55:00,2023-02-08 16:19:00,2023-02-08 16:23:00,2023-08-02,684,2,979.0,427.0,916,25,2,3,2,5,0.06666666666666667,0,2023.0,9.0,8.0
24615,2,10,40,4253,19022,2023-09-08 11:55:00,2023-02-08 20:01:00,2023-02-08 20:04:00,2023-08-02,684,2,979.0,427.0,1257,6,3,3,0,5,0.05,0,2023.0,9.0,8.0
15547,1,10,40,4253,5780,,2023-01-08 21:02:00,2023-01-08 21:02:00,2023-08-01,1250,7,2129.0,427.0,1169,36,2,3,0,5,0.0,1,,,
44441,1,5,25,4253,42428,2023-09-08 11:55:00,2023-01-08 13:09:00,2023-01-08 13:11:00,2023-08-01,684,2,979.0,427.0,792,17,0,3,0,5,0.03333333333333333,0,2023.0,9.0,8.0
36851,2,11,48,4253,20162,2023-09-08 11:55:00,2023-02-08 13:21:00,2023-02-08 13:23:00,2023-08-02,684,2,979.0,427.0,140,7,3,3,2,5,0.03333333333333333,0,2023.0,9.0,8.0
50000,1,5,17,4253,4647,2023-09-08 11:55:00,2023-02-08 14:45:00,2023-02-08 14:48:00,2023-08-02,684,2,979.0,427.0,174,39,0,3,4,5,0.05,0,2023.0,9.0,8.0
73478,2,5,25,9740,33017,2023-09-08 11:55:00,2023-02-08 10:59:00,2023-02-08 11:00:00,2023-08-02,684,2,979.0,427.0,325,26,1,4,2,2,0.016666666666666666,0,2023.0,9.0,8.0
49681,1,7,23,4253,26924,2023-09-08 11:55:00,2023-01-08 11:03:00,2023-01-08 11:09:00,2023-08-01,684,2,979.0,427.0,813,7,3,1,2,5,0.1,0,2023.0,9.0,8.0
27881,1,5,15,4253,64781,2023-09-08 11:55:00,2023-02-08 18:20:00,2023-02-08 18:56:00,2023-08-02,684,2,979.0,427.0,588,1,2,3,2,5,0.6,0,2023.0,9.0,8.0
7524,1,10,40,4253,33741,2023-09-08 11:55:00,2023-01-08 18:30:00,2023-01-08 18:40:00,2023-08-01,684,2,979.0,427.0,25,10,3,3,0,5,0.16666666666666666,0,2023.0,9.0,8.0
10130,1,10,49,12591,54621,2023-09-08 11:55:00,2023-02-08 07:12:00,2023-02-08 07:17:00,2023-08-02,684,2,979.0,427.0,357,5,4,3,2,5,0.08333333333333333,0,2023.0,9.0,8.0
14734,1,10,39,4939,19450,2023-09-08 11:55:00,2023-02-08 12:54:00,2023-02-08 12:56:00,2023-08-02,684,2,979.0,427.0,147,30,3,3,2,5,0.03333333333333333,0,2023.0,9.0,8.0
62623,1,10,13,4253,54934,2023-09-08 11:55:00,2023-02-08 10:06:00,2023-02-08 10:42:00,2023-08-02,684,2,979.0,427.0,1124,6,2,3,2,5,0.6,0,2023.0,9.0,8.0
7432,1,2,50,14549,41813,,2023-02-08 13:11:00,2023-02-08 13:21:00,2023-08-02,642,2,199.0,427.0,1257,6,3,3,0,5,0.16666666666666666,0,,,
41111,1,5,15,4253,21494,2023-09-08 11:55:00,2023-02-08 17:25:00,2023-02-08 17:27:00,2023-08-02,684,2,979.0,427.0,427,38,3,3,1,5,0.03333333333333333,0,2023.0,9.0,8.0
71356,1,9,37,4253,65799,2023-09-08 11:55:00,2023-02-08 20:28:00,2023-02-08 20:29:00,2023-08-02,684,2,979.0,427.0,874,20,0,2,4,5,0.016666666666666666,0,2023.0,9.0,8.0
69522,1,10,40,4253,45730,2023-12-07 11:42:00,,2023-01-08 12:54:00,2023-08-01,556,1,295.0,427.0,847,33,2,3,1,5,0.1,0,2023.0,12.0,7.0
10575,1,5,11,4253,21963,2023-09-08 11:55:00,2023-01-08 11:02:00,2023-01-08 11:05:00,2023-08-01,684,2,979.0,427.0,407,34,2,0,2,5,0.05,0,2023.0,9.0,8.0
57778,1,5,25,4253,53622,2023-09-08 11:55:00,2023-01-08 12:02:00,2023-01-08 17:45:00,2023-08-01,684,2,979.0,427.0,1313,3,0,3,2,5,5.716666666666667,0,2023.0,9.0,8.0
76638,1,10,40,10594,12243,2023-09-08 11:55:00,2023-01-08 21:22:00,2023-01-08 21:24:00,2023-08-01,684,2,979.0,427.0,849,15,1,4,1,4,0.03333333333333333,0,2023.0,9.0,8.0
8173,1,5,17,4253,1768,2023-09-08 11:55:00,2023-02-08 12:23:00,2023-02-08 12:28:00,2023-08-02,684,2,979.0,427.0,317,17,0,3,0,4,0.08333333333333333,0,2023.0,9.0,8.0
44539,1,10,40,4253,6882,2023-09-08 11:55:00,2023-01-08 12:34:00,2023-01-08 12:36:00,2023-08-01,684,2,979.0,427.0,415,14,2,3,2,5,0.03333333333333333,0,2023.0,9.0,8.0
79768,1,11,14,13671,54637,2023-09-08 11:55:00,2023-01-08 17:29:00,2023-01-08 18:06:00,2023-08-01,684,2,979.0,427.0,650,7,3,3,1,5,0.6166666666666667,0,2023.0,9.0,8.0
66316,1,10,40,4253,62218,2023-09-08 11:55:00,2023-01-08 20:32:00,2023-01-08 21:19:00,2023-08-01,684,2,979.0,427.0,63,15,1,4,1,5,0.7833333333333333,0,2023.0,9.0,8.0
72341,1,2,50,4253,44967,2023-09-08 11:55:00,2023-02-08 22:53:00,2023-02-08 22:59:00,2023-08-02,684,2,979.0,427.0,465,23,0,2,1,4,0.1,0,2023.0,9.0,8.0
2540,1,11,48,4253,23531,2023-09-08 11:55:00,,2023-01-08 07:55:00,2023-08-01,684,2,979.0,427.0,169,11,2,2,1,5,0.1,0,2023.0,9.0,8.0
55543,1,9,37,688,48185,2023-09-08 11:55:00,2023-01-08 07:23:00,2023-01-08 07:25:00,2023-08-01,684,2,979.0,427.0,718,15,2,0,2,5,0.03333333333333333,0,2023.0,9.0,8.0
35561,1,10,40,4253,28287,2023-09-08 11:55:00,2023-01-08 19:34:00,2023-01-08 19:38:00,2023-08-01,684,2,979.0,427.0,1133,12,1,4,1,5,0.06666666666666667,0,2023.0,9.0,8.0
34252,1,1,22,8116,51491,2023-09-08 11:55:00,2023-02-08 01:01:00,2023-02-08 01:09:00,2023-08-02,684,2,979.0,427.0,1344,38,3,1,1,5,0.13333333333333333,0,2023.0,9.0,8.0
23460,1,10,10,13616,66835,2023-09-08 11:55:00,2023-02-08 20:16:00,2023-02-08 20:46:00,2023-08-02,684,2,979.0,427.0,327,30,3,1,1,5,0.5,0,2023.0,9.0,8.0
39064,1,10,55,4253,26411,2023-05-06 09:02:00,2023-01-08 09:29:00,2023-01-08 09:34:00,2023-08-01,1407,8,7999.0,427.0,788,26,1,4,2,5,0.08333333333333333,1,2023.0,5.0,6.0
23452,1,10,40,4253,65477,2023-09-08 11:55:00,2023-01-08 19:39:00,2023-01-08 19:45:00,2023-08-01,684,2,979.0,427.0,1320,37,2,2,1,5,0.1,0,2023.0,9.0,8.0
67205,1,10,12,4253,6532,2023-09-08 11:55:00,2023-02-08 14:59:00,2023-02-08 15:00:00,2023-08-02,684,2,979.0,427.0,523,29,3,3,2,4,0.016666666666666666,0,2023.0,9.0,8.0
6779,1,10,39,14050,10934,,2023-01-08 00:51:00,2023-01-08 00:53:00,2023-08-01,1742,2,1499.0,427.0,1181,19,0,0,1,5,0.03333333333333333,1,,,
55695,1,10,40,4253,60940,2023-07-07 21:59:00,2023-01-08 21:46:00,2023-01-08 21:49:00,2023-08-01,463,2,1799.0,427.0,781,29,2,3,0,5,0.05,1,2023.0,7.0,7.0
30647,1,5,25,6388,3453,2023-09-08 11:55:00,2023-02-08 19:31:00,2023-02-08 19:32:00,2023-08-02,684,2,979.0,427.0,491,18,5,4,1,1,0.016666666666666666,0,2023.0,9.0,8.0
31316,1,10,35,4253,18028,2023-09-08 11:55:00,2023-02-08 09:58:00,2023-02-08 10:33:00,2023-08-02,684,2,979.0,427.0,632,29,2,3,4,4,0.5833333333333334,0,2023.0,9.0,8.0
33218,1,10,40,4253,57696,2023-09-08 11:55:00,2023-02-08 18:54:00,2023-02-08 18:55:00,2023-08-02,684,2,979.0,427.0,557,25,3,1,1,1,0.016666666666666666,0,2023.0,9.0,8.0
85252,1,10,20,4253,28577,2023-09-08 11:55:00,2023-02-08 19:55:00,2023-02-08 20:44:00,2023-08-02,684,2,979.0,427.0,720,16,5,4,1,5,0.8166666666666667,0,2023.0,9.0,8.0
76218,1,10,40,8720,60773,2023-09-08 11:55:00,2023-02-08 22:10:00,2023-02-08 22:18:00,2023-08-02,684,2,979.0,427.0,706,27,0,2,1,5,0.13333333333333333,0,2023.0,9.0,8.0
68600,1,10,40,10347,53393,2023-09-08 11:55:00,2023-02-08 22:55:00,2023-02-08 22:57:00,2023-08-02,684,2,979.0,427.0,57,23,0,2,1,5,0.03333333333333333,0,2023.0,9.0,8.0
12624,1,10,40,4253,44987,,2023-01-08 20:39:00,2023-01-08 20:41:00,2023-08-01,260,2,999.0,427.0,25,10,3,3,0,5,0.03333333333333333,1,,,
11685,2,9,36,4253,29963,,2023-02-08 07:28:00,2023-02-08 10:19:00,2023-08-02,347,6,21999.0,427.0,642,34,2,0,2,5,2.85,1,,,
15710,2,10,20,4253,25509,,2023-01-08 18:21:00,2023-01-08 18:23:00,2023-08-01,156,6,447.0,427.0,828,24,2,1,1,5,0.03333333333333333,0,,,
72490,1,9,36,4253,17986,2023-09-08 11:55:00,2023-01-08 15:39:00,2023-01-08 17:52:00,2023-08-01,684,2,979.0,427.0,853,37,2,2,1,5,2.216666666666667,0,2023.0,9.0,8.0
15048,1,2,50,4253,56237,2023-09-08 11:55:00,2023-02-08 18:36:00,2023-02-08 18:38:00,2023-08-02,684,2,979.0,427.0,567,25,0,3,4,1,0.03333333333333333,0,2023.0,9.0,8.0
54273,1,10,13,4253,38519,2023-09-08 11:55:00,2023-02-08 19:13:00,2023-02-08 19:16:00,2023-08-02,684,2,979.0,427.0,1280,10,3,3,0,5,0.05,0,2023.0,9.0,8.0
71956,2,10,55,13343,49014,2023-09-08 11:55:00,2023-02-08 22:35:00,2023-02-08 23:37:00,2023-08-02,684,2,979.0,427.0,91,30,3,1,3,5,1.0333333333333334,0,2023.0,9.0,8.0
77100,1,5,25,4723,1440,2023-09-08 11:55:00,2023-01-08 20:48:00,2023-01-08 20:51:00,2023-08-01,684,2,979.0,427.0,376,29,0,3,1,5,0.05,0,2023.0,9.0,8.0
40024,1,10,13,9136,21314,2023-09-08 11:55:00,2023-01-08 21:07:00,2023-02-08 06:39:00,2023-08-02,684,2,979.0,427.0,577,24,2,1,1,5,729.5333333333333,0,2023.0,9.0,8.0
70011,1,5,9,4253,45593,2023-09-08 11:55:00,2023-01-08 21:37:00,2023-01-08 23:56:00,2023-08-01,684,2,979.0,427.0,82,27,0,0,1,5,2.316666666666667,0,2023.0,9.0,8.0
25882,2,10,40,4253,26577,2023-09-08 11:55:00,2023-02-08 07:12:00,2023-02-08 07:17:00,2023-08-02,684,2,979.0,427.0,561,14,2,3,2,4,0.08333333333333333,0,2023.0,9.0,8.0
67092,1,10,40,13554,39204,2023-09-08 11:55:00,2023-02-08 08:11:00,2023-02-08 08:11:00,2023-08-02,684,2,979.0,427.0,324,29,2,3,4,5,0.0,0,2023.0,9.0,8.0
40956,1,10,45,643,62110,,2023-01-08 00:17:00,2023-01-08 01:14:00,2023-08-01,413,6,16390.0,427.0,431,23,0,2,1,1,0.95,1,,,
5401,1,10,20,4253,60176,2023-09-08 11:55:00,2023-01-08 11:43:00,2023-01-08 12:01:00,2023-08-01,684,2,979.0,427.0,554,36,2,0,2,5,0.3,0,2023.0,9.0,8.0
