UserID,Top_Products
01e78d51-bb4d-4fb5-87c1-0d179c9781d7,"['Home', 'Affiliates', 'Books & General merchandise']"
01ebc046-7d2d-4bbf-be45-65c44f39c4ad,"['Furniture', 'Affiliates', 'Books & General merchandise']"
01f34d75-3eeb-47e3-b250-9b8d6815e0d0,"['Electronics', 'Affiliates', 'Books & General merchandise']"
01fcfa6d-27ad-4b73-881c-52914dbc819a,"['Electronics', 'Affiliates', 'Books & General merchandise']"
01ff4d09-237a-4e16-80a2-66f9b21b1448,"['Books & General merchandise', 'Affiliates', 'Electronics']"
02001c87-17c8-46dd-a799-c43dbde0a755,"['Electronics', 'Affiliates', 'Books & General merchandise']"
02048867-82bb-4d9f-9c5d-06885d914386,"['Affiliates', 'Books & General merchandise', 'Electronics']"
020498a1-b73d-4215-9989-c8bae2a6d956,"['Home', 'Affiliates', 'Books & General merchandise']"
020dcd2b-c4dc-4902-9ce8-15c33ad72d15,"['Electronics', 'Affiliates', 'Books & General merchandise']"
020f7a89-a73d-4c87-9bb9-70f62cfe0805,"['Books & General merchandise', 'Affiliates', 'Electronics']"
0212b330-a6a6-4e4c-a9b4-d86697da038e,"['Mobile', 'Affiliates', 'Books & General merchandise']"
0215ac53-ee19-4bec-92a4-82da5a88b937,"['Books & General merchandise', 'Affiliates', 'Electronics']"
0216dfba-b6ff-4fed-854f-89eb64961777,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
021ae0dd-8ef7-4748-bd38-367468424383,"['Books & General merchandise', 'Affiliates', 'Electronics']"
021b9f52-3997-4c09-a36f-70b71914387d,"['Electronics', 'Affiliates', 'Books & General merchandise']"
021d510d-4ae6-4388-baa5-6ea0b572dace,"['Books & General merchandise', 'Affiliates', 'Electronics']"
021fe854-5db5-46aa-9667-da1fb11a9437,"['Home', 'Affiliates', 'Books & General merchandise']"
022104e3-92ef-4a1e-b1b9-d65d128e12a4,"['Books & General merchandise', 'Affiliates', 'Electronics']"
0222b08c-90cc-44ac-984a-7602f0134641,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
0227e968-328a-4621-ae46-afe837a3f0f8,"['Books & General merchandise', 'Affiliates', 'Electronics']"
02288297-c814-4105-bbff-dc99949ea585,"['Books & General merchandise', 'Affiliates', 'Electronics']"
022c31e3-434c-4db7-be63-da8d74122d0c,"['Mobile', 'Affiliates', 'Books & General merchandise']"
022c3be3-0260-481e-8245-eb7f486d8832,"['Home Appliences', 'Affiliates', 'Books & General merchandise']"
022d6385-b475-4002-9427-34a1cbeb6eb4,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
02306b1c-959e-45db-8d3e-d0e002970738,"['Electronics', 'Affiliates', 'Books & General merchandise']"
0231b44c-9e96-4c5d-b48c-dec89490d524,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
0231b9ca-5a69-41d7-bbf3-4224b8e9f8cd,"['Home Appliences', 'Affiliates', 'Books & General merchandise']"
0239c059-3e78-4192-a63c-8fe421ec37b8,"['Books & General merchandise', 'Affiliates', 'Electronics']"
023d88d7-83f9-4def-92b6-4b6b1a584166,"['Electronics', 'Affiliates', 'Books & General merchandise']"
023dc651-f21d-4c88-969d-11fd1204c9c8,"['Books & General merchandise', 'Affiliates', 'Electronics']"
024a3db5-e88c-48ec-a31a-2eed8c2b9b97,"['Electronics', 'Affiliates', 'Books & General merchandise']"
024fb51c-f779-4126-a5ca-09470118e552,"['Electronics', 'Affiliates', 'Books & General merchandise']"
02670261-8d5a-4a6a-9e74-bcd6d3b24795,"['Mobile', 'Affiliates', 'Books & General merchandise']"
026836e8-288e-430c-9689-836b99297977,"['Books & General merchandise', 'Affiliates', 'Electronics']"
026b9d12-a805-4349-b66d-b69f1e822d09,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
026cccd0-5f3c-414e-9090-ecdf43e3cc89,"['Electronics', 'Affiliates', 'Books & General merchandise']"
0274bf49-4b4b-40eb-b582-aaa3ebcccea5,"['Home', 'Affiliates', 'Books & General merchandise']"
02768a05-f49e-4089-a025-5a0d9439baa4,"['Electronics', 'Affiliates', 'Books & General merchandise']"
0276cb8b-a244-43ab-b4bb-b20a37b0ec88,"['Electronics', 'Affiliates', 'Books & General merchandise']"
027f6013-36da-46c4-a98c-e4556e39c5b0,"['Books & General merchandise', 'Affiliates', 'Electronics']"
02807d00-540d-490c-9345-41f53f566d19,"['Electronics', 'Affiliates', 'Books & General merchandise']"
02812242-1d4c-4303-8b64-f14359b40834,"['Books & General merchandise', 'Affiliates', 'Electronics']"
0288c9f9-ea8f-412e-9ddc-1427e614dd14,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
0289db89-4206-4629-b036-d501aa768d8f,"['Electronics', 'Affiliates', 'Books & General merchandise']"
028ca836-1afa-451a-b906-774d88a986fe,"['Home Appliences', 'Affiliates', 'Books & General merchandise']"
028cf5cf-8472-4967-94af-d246149bcdf8,"['Mobile', 'Affiliates', 'Books & General merchandise']"
02955537-b014-46d1-ae84-1b3e3db19801,"['Furniture', 'Affiliates', 'Books & General merchandise']"
029622e0-4f7c-4164-8e14-3cb50554b82e,"['Electronics', 'Affiliates', 'Books & General merchandise']"
029638b9-45e9-4d23-ae14-d739cbc16bc7,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
02972485-dabd-4a26-ba7e-6fef671c7a59,"['Electronics', 'Affiliates', 'Books & General merchandise']"
029ae646-5956-47c2-b621-c40b94f5ee61,"['Electronics', 'Affiliates', 'Books & General merchandise']"
02a676b8-eff1-46fa-9616-18c78a289d95,"['Books & General merchandise', 'Affiliates', 'Electronics']"
02a69414-ee33-442e-bdd7-e38180882645,"['Mobile', 'Affiliates', 'Books & General merchandise']"
02aafffc-5994-4f76-84b1-23897efce008,"['Books & General merchandise', 'Affiliates', 'Electronics']"
02ad214a-1062-4fe3-8b20-4b11cddd148e,"['Mobile', 'Affiliates', 'Books & General merchandise']"
02b1a46d-976d-4ea2-9089-18f6a331ac71,"['Books & General merchandise', 'Affiliates', 'Electronics']"
02b74247-18f5-408b-b38a-69118022a09f,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
02ba09ea-1788-4f3b-9386-46723485aa57,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
02bd4c17-753d-4ee5-b21b-520bf5c1779a,"['Electronics', 'Affiliates', 'Books & General merchandise']"
02c4253d-4d21-4e57-bb6e-d56cfd3209ce,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
02c4fd51-961b-43fa-b0fb-417a0f08e832,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
02c60a85-5a4a-41e2-a106-ee8d9d6e582c,"['Books & General merchandise', 'Affiliates', 'Electronics']"
02cde05f-7e87-4a32-ab6e-3765bbc62525,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
02cf1d58-b6f8-4266-9a5c-95aac5c1d678,"['Furniture', 'Affiliates', 'Books & General merchandise']"
02cf4c26-f110-451c-bfc1-9f4d23a93d46,"['Electronics', 'Affiliates', 'Books & General merchandise']"
02d5de8e-cd9b-4396-afed-2bae63d7c84d,"['Home', 'Affiliates', 'Books & General merchandise']"
02d6bd68-5c41-49b1-bdfe-ba2ab849b900,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
02d8cecc-136a-46d7-9e3c-b321ffce5c51,"['Books & General merchandise', 'Affiliates', 'Electronics']"
02da00f3-9ee9-45a6-91e3-a32523d3a1f8,"['Home', 'Affiliates', 'Books & General merchandise']"
02e0481b-b16d-446a-8ecf-617180926f94,"['Electronics', 'Affiliates', 'Books & General merchandise']"
02e3cb33-6dc0-47aa-bb3c-c963e4fe40ed,"['Electronics', 'Affiliates', 'Books & General merchandise']"
02e43e9e-4511-4874-bd9d-53fe55e950eb,"['Electronics', 'Affiliates', 'Books & General merchandise']"
02e78e1c-1422-4507-9783-74ea6a1febf0,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
02f20728-c233-49f4-9559-e36aaee58444,"['Books & General merchandise', 'Affiliates', 'Electronics']"
02f8a005-16d9-4753-b82b-51d7ef253ed9,"['Electronics', 'Affiliates', 'Books & General merchandise']"
030310c1-5462-4e6b-a933-10dee6baebcb,"['Electronics', 'Affiliates', 'Books & General merchandise']"
0308199a-8dcd-43a5-a5e2-2cecab8f8974,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
030e7d7c-e995-42fa-9836-f7d06b6ad2ae,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
030f99c5-c628-4275-836d-fdd78670247a,"['Home', 'Affiliates', 'Books & General merchandise']"
03161435-798c-44de-aef3-9f9aab464d58,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
03165a2d-7a49-4892-b0b5-25ffbfcedcb5,"['Books & General merchandise', 'Affiliates', 'Electronics']"
031667c0-fc50-4e53-bd04-e600befbc330,"['Electronics', 'Affiliates', 'Books & General merchandise']"
03193a30-357f-4c80-9719-70a846d914f1,"['Home', 'Affiliates', 'Books & General merchandise']"
03212de2-ff09-4e3c-8bcb-85edf0022530,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
03225cf2-ec9c-480e-a857-f62a54e88388,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
03239ab2-fe46-4127-ae2b-c4674df235c7,"['Mobile', 'Affiliates', 'Books & General merchandise']"
03295723-2c8f-4e4b-b80f-946ffd25b43b,"['Books & General merchandise', 'Affiliates', 'Electronics']"
033393bd-2035-4399-9bac-a90c49fa3ebe,"['Mobile', 'Affiliates', 'Books & General merchandise']"
0337ec31-b75d-482e-a322-f1093fc0d061,"['Home Appliences', 'Affiliates', 'Books & General merchandise']"
0338cb55-c175-43f7-b223-00049753d199,"['Electronics', 'Affiliates', 'Books & General merchandise']"
033e07aa-91b0-4457-bbc5-823aa17873ae,"['Mobile', 'Affiliates', 'Books & General merchandise']"
03435f3a-a81f-45b2-ada7-1ce1c8b27cdd,"['Electronics', 'Affiliates', 'Books & General merchandise']"
034aa02e-824e-4def-b576-57a2f277fce1,"['Books & General merchandise', 'Affiliates', 'Electronics']"
034d37d3-f908-4d7c-acba-dc0d13b54893,"['Electronics', 'Affiliates', 'Books & General merchandise']"
0357f971-9a1f-48da-99c9-c3f4292bd823,"['Home Appliences', 'Affiliates', 'Books & General merchandise']"
035c1320-f75a-4586-b9e7-dea0d415ce37,"['Electronics', 'Affiliates', 'Books & General merchandise']"
035d52bf-3c81-435d-af53-d320a971f8bb,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
035e691c-1399-44d0-8b56-fde03f2627ab,"['Electronics', 'Affiliates', 'Books & General merchandise']"
035f7af0-93e0-4c6e-9fd6-e68c49e83f5d,"['Electronics', 'Affiliates', 'Books & General merchandise']"
0360cee8-48aa-466e-817d-99805be3f479,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
03668694-c4ce-4175-8515-40497ed85f22,"['Mobile', 'Affiliates', 'Books & General merchandise']"
0371c983-2c2a-4cf0-80aa-1bd9e6001dc4,"['Books & General merchandise', 'Affiliates', 'Electronics']"
03754be6-376c-4180-93d7-4507360f8399,"['Electronics', 'Affiliates', 'Books & General merchandise']"
03790ff6-d825-4837-8d7b-f63572cb5f95,"['Electronics', 'Affiliates', 'Books & General merchandise']"
0382e8ac-e66f-4a3e-8174-5c537d67bb4b,"['Home', 'Affiliates', 'Books & General merchandise']"
03898c15-ed87-482a-b57e-568067561604,"['Books & General merchandise', 'Affiliates', 'Electronics']"
038e01ce-4f5b-4ade-b49c-28c621863abf,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
0395b786-c76a-4eab-9bbf-133ed9c2df9d,"['Electronics', 'Affiliates', 'Books & General merchandise']"
039989d8-2641-43cc-a2e7-f7f226447b10,"['Books & General merchandise', 'Affiliates', 'Electronics']"
039b451a-bca1-4cd6-82b9-95eeedbee760,"['Books & General merchandise', 'Affiliates', 'Electronics']"
039c2e94-f137-4733-9f7b-7e218eead528,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
03a24984-d309-4183-b17c-5c271f93ce54,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
03a3096b-4607-4c64-a287-9df4eb1debfd,"['Books & General merchandise', 'Affiliates', 'Electronics']"
03a951aa-4388-4b17-a10a-2b1b4c975d37,"['Furniture', 'Affiliates', 'Books & General merchandise']"
03abba58-241d-4056-aabf-097ea56f1baa,"['Books & General merchandise', 'Affiliates', 'Electronics']"
03ae2b1d-634e-4543-aef1-d4f0f0ce596d,"['Books & General merchandise', 'Affiliates', 'Electronics']"
03bad074-0307-4caf-aea2-36e9ec5dab67,"['Books & General merchandise', 'Affiliates', 'Electronics']"
03c8d02a-ef1b-4af3-848b-53299198ebdb,"['Home Appliences', 'Affiliates', 'Books & General merchandise']"
03ca9425-2b6b-411c-a9d9-c83ebda9c360,"['Electronics', 'Affiliates', 'Books & General merchandise']"
03d084b5-03d6-425a-8e23-e57f4b3b38d6,"['Electronics', 'Affiliates', 'Books & General merchandise']"
03d35617-8d84-4b6e-9e7a-db19e4685925,"['Affiliates', 'Books & General merchandise', 'Electronics']"
03d8462b-5481-4b42-9784-cb7f41d4e68e,"['Electronics', 'Affiliates', 'Books & General merchandise']"
03d847b4-9733-4f70-ad51-9f4ab6801a9d,"['LifeStyle', 'Affiliates', 'Books & General merchandise']"
